url,name,ticker
https://www.screener.in/company/GPECO/consolidated/,GP Eco Solutions,GPECO
https://www.screener.in/company/543172/,Cospower Engine.,543172
https://www.screener.in/company/OSWALPUMPS/consolidated/,Oswal Pumps,OSWALPUMPS
https://www.screener.in/company/id/1286022/,Dhanwel Hybrid,id
https://www.screener.in/company/TAC/consolidated/,TAC Infosec,TAC
https://www.screener.in/company/AVANA/,Avana Electrosystems,AVANA
https://www.screener.in/company/KDL/consolidated/,Kore Digital,KDL
https://www.screener.in/company/CMPDI/,Central Mine Pla,CMPDI
https://www.screener.in/company/ADISOFT/consolidated/,Adisoft Technol.,ADISOFT
https://www.screener.in/company/RMDRIP/,R M Drip & Sprin,RMDRIP
https://www.screener.in/company/INDOTECH/,Indo Tech.Trans.,INDOTECH
https://www.screener.in/company/PRIZOR/,Prizor Viztech,PRIZOR
https://www.screener.in/company/NETWEB/,Netweb Technol.,NETWEB
https://www.screener.in/company/PRUDENT/consolidated/,Prudent Corp.,PRUDENT
https://www.screener.in/company/SATKARTAR/,Sat Kartar Life,SATKARTAR
https://www.screener.in/company/GROWW/consolidated/,Billionbrains,GROWW
https://www.screener.in/company/544610/,Workmates Core2,544610
https://www.screener.in/company/SRM/consolidated/,SRM Contractors,SRM
https://www.screener.in/company/AKIKO/consolidated/,Akiko,AKIKO
https://www.screener.in/company/SSEGL/,Sathlokhar Sys.,SSEGL
https://www.screener.in/company/505797/,Mipco Seaml Ring,505797
https://www.screener.in/company/544435/,Adcounty Media.,544435
https://www.screener.in/company/544793/,Susan Electrical,544793
https://www.screener.in/company/524632/,Shukra Pharma.,524632
https://www.screener.in/company/523387/consolidated/,Homre,523387
https://www.screener.in/company/544778/consolidated/,Vahh Chemicals,544778
https://www.screener.in/company/IKS/consolidated/,Inventurus Knowl,IKS
https://www.screener.in/company/544637/consolidated/,Methodhub Software,544637
https://www.screener.in/company/GGBL/,Ganesh Green,GGBL
https://www.screener.in/company/BRANDMAN/,Brandman Retail,BRANDMAN
https://www.screener.in/company/SOLARINDS/consolidated/,Solar Industries,SOLARINDS
https://www.screener.in/company/GOKULAGRO/consolidated/,Gokul Agro,GOKULAGRO
https://www.screener.in/company/544150/,KP Green Engg.,544150
https://www.screener.in/company/514448/,Jyoti Resins,514448
https://www.screener.in/company/BEL/consolidated/,Bharat Electron,BEL
https://www.screener.in/company/544794/,Horizon Reclaim,544794
https://www.screener.in/company/530477/,Vikram Thermo,530477
https://www.screener.in/company/544740/,TIPCO Engineering,544740
https://www.screener.in/company/FORCEMOT/consolidated/,Force Motors,FORCEMOT
https://www.screener.in/company/539528/,Aayush Wellness,539528
https://www.screener.in/company/id/1286034/,Atharva Poly-Plast,id
https://www.screener.in/company/KRONOX/,Kronox Lab,KRONOX
https://www.screener.in/company/MAZDOCK/consolidated/,Mazagon Dock,MAZDOCK
https://www.screener.in/company/SHARDAMOTR/consolidated/,Sharda Motor,SHARDAMOTR
https://www.screener.in/company/TMCV/consolidated/,Tata Motors,TMCV
https://www.screener.in/company/LLOYDSME/,Lloyds Metals,LLOYDSME
https://www.screener.in/company/TRITURBINE/consolidated/,Triveni Turbine,TRITURBINE
https://www.screener.in/company/INDRAMEDCO/,Indrapr.Medical,INDRAMEDCO
https://www.screener.in/company/HEROMOTOCO/consolidated/,Hero Motocorp,HEROMOTOCO
https://www.screener.in/company/SACHEEROME/,Sacheerome,SACHEEROME
https://www.screener.in/company/SEDEMAC/,Sedemac Mechatro,SEDEMAC
https://www.screener.in/company/DAMCAPITAL/,Dam Capital Advi,DAMCAPITAL
https://www.screener.in/company/INTEGRITY/,Integrity Infra.,INTEGRITY
https://www.screener.in/company/DHARARAIL/consolidated/,Dhara Rail Pro.,DHARARAIL
https://www.screener.in/company/MANORAMA/,Manorama Indust.,MANORAMA
https://www.screener.in/company/THYROCARE/consolidated/,Thyrocare Tech.,THYROCARE
https://www.screener.in/company/GSMFOILS/,GSM Foils,GSMFOILS
https://www.screener.in/company/COALINDIA/consolidated/,Coal India,COALINDIA
https://www.screener.in/company/KRMAYURVED/,KRM Ayurveda,KRMAYURVED
https://www.screener.in/company/id/1286036/consolidated/,Knack Packaging,id
https://www.screener.in/company/SIKA/consolidated/,Sika Interplant,SIKA
https://www.screener.in/company/VIGOR/,Vigor Plast,VIGOR
https://www.screener.in/company/LICI/consolidated/,Life Insurance,LICI
https://www.screener.in/company/544567/consolidated/,Infinity Infoway,544567
https://www.screener.in/company/CHENNPETRO/consolidated/,C P C L,CHENNPETRO
https://www.screener.in/company/SUZLON/consolidated/,Suzlon Energy,SUZLON
https://www.screener.in/company/530695/consolidated/,Prime Property,530695
https://www.screener.in/company/523874/,East India Drums,523874
https://www.screener.in/company/UTLSOLAR/,Fujiyama Power,UTLSOLAR
https://www.screener.in/company/ECLERX/consolidated/,eClerx Services,ECLERX
https://www.screener.in/company/544682/,GRE Renew,544682
https://www.screener.in/company/543953/,Khazanchi Jewell,543953
https://www.screener.in/company/MONOLITH/consolidated/,Monolithisch Ind,MONOLITH
https://www.screener.in/company/WEALTH/consolidated/,Wealth First Por,WEALTH
https://www.screener.in/company/INDOTHAI/consolidated/,Indo Thai Sec.,INDOTHAI
https://www.screener.in/company/AJANTPHARM/consolidated/,Ajanta Pharma,AJANTPHARM
https://www.screener.in/company/GREENLEAF/,Greenleaf Envi.,GREENLEAF
https://www.screener.in/company/PERSISTENT/consolidated/,Persistent Systems,PERSISTENT
https://www.screener.in/company/538546/,Bansal Roofing,538546
https://www.screener.in/company/RFBL/,RFBL Flexi Pack,RFBL
https://www.screener.in/company/544504/,Goel Construct.,544504
https://www.screener.in/company/AVIENCE/consolidated/,Avience Biomedi.,AVIENCE
https://www.screener.in/company/BIOPOL/,Biopol Chemicals,BIOPOL
https://www.screener.in/company/544695/,Msafe Equipments,544695
https://www.screener.in/company/SOLEX/,Solex Energy,SOLEX
https://www.screener.in/company/MARUSHIKA/,Marushika Tech.,MARUSHIKA
https://www.screener.in/company/544681/,Indo SMC,544681
https://www.screener.in/company/511660/,Premium Capital,511660
https://www.screener.in/company/543709/,PNGS Gargi FJ,543709
https://www.screener.in/company/543787/,Macfos,543787
https://www.screener.in/company/id/1286039/,Teja Engineering,id
https://www.screener.in/company/VGINFOTECH/,Virtual Galaxy,VGINFOTECH
https://www.screener.in/company/523850/,Axtel Industries,523850
https://www.screener.in/company/544524/,JD Cables,544524
https://www.screener.in/company/519421/,KSE,519421
https://www.screener.in/company/ACETEC/consolidated/,Acetech E-Commerce,ACETEC
https://www.screener.in/company/544224/,Afcom Holdings,544224
https://www.screener.in/company/SHANTIGOLD/,Shanti Gold,SHANTIGOLD
https://www.screener.in/company/INOXINDIA/consolidated/,Inox India,INOXINDIA
https://www.screener.in/company/CUPID/,Cupid,CUPID
https://www.screener.in/company/TDPOWERSYS/consolidated/,TD Power Systems,TDPOWERSYS
https://www.screener.in/company/544735/,Novus Loyalty,544735
https://www.screener.in/company/PREMIERENE/consolidated/,Premier Energies,PREMIERENE
https://www.screener.in/company/CORONA/,Corona Remedies,CORONA
https://www.screener.in/company/544798/,Diksha Polymers,544798
https://www.screener.in/company/MANAV/,Manav Infra,MANAV
https://www.screener.in/company/BAGMANE/consolidated/,Bagmane Prime REIT,BAGMANE
https://www.screener.in/company/POLYCAB/consolidated/,Polycab India,POLYCAB
https://www.screener.in/company/526490/,Pratik Panels,526490
https://www.screener.in/company/URBAN/,Urban Enviro,URBAN
https://www.screener.in/company/PRECWIRE/,Prec. Wires (I),PRECWIRE
https://www.screener.in/company/523160/,Foseco Crucible (India),523160
https://www.screener.in/company/BBTC/consolidated/,The Bombay Burmah,BBTC
https://www.screener.in/company/SYSTANGO/consolidated/,Systango Tech,SYSTANGO
https://www.screener.in/company/BAGDIGITAL/,B.A.G. Converge.,BAGDIGITAL
https://www.screener.in/company/SAATVIKGL/consolidated/,Saatvik Green,SAATVIKGL
https://www.screener.in/company/GODFRYPHLP/consolidated/,Godfrey Phillips,GODFRYPHLP
https://www.screener.in/company/CEMPRO/consolidated/,Cemindia Project,CEMPRO
https://www.screener.in/company/BORANA/,Borana Weaves,BORANA
https://www.screener.in/company/TAALTECH/consolidated/,TAAL Tech,TAALTECH
https://www.screener.in/company/SHUBHSHREE/consolidated/,Shubhshree Bio.,SHUBHSHREE
https://www.screener.in/company/CRISIL/consolidated/,CRISIL,CRISIL
https://www.screener.in/company/FLYSBS/,FlySBS Aviation,FLYSBS
https://www.screener.in/company/AMBAAUTO/,Amba Auto Sales,AMBAAUTO
https://www.screener.in/company/MHLXMIRU/,Mahalaxmi Rubtec,MHLXMIRU
https://www.screener.in/company/STEELCAS/,Steelcast,STEELCAS
https://www.screener.in/company/SJLOGISTIC/consolidated/,S J Logistics (I,SJLOGISTIC
https://www.screener.in/company/511185/,Rajvi Logitrade,511185
https://www.screener.in/company/544668/,Nanta Tech,544668
https://www.screener.in/company/ABSLAMC/consolidated/,Aditya AMC,ABSLAMC
https://www.screener.in/company/LGEINDIA/,LG Electronics,LGEINDIA
https://www.screener.in/company/530055/,Harmony Capital,530055
https://www.screener.in/company/HOACFOODS/,Hoac Foods,HOACFOODS
https://www.screener.in/company/544296/consolidated/,Nisus Finance,544296
https://www.screener.in/company/CDSL/consolidated/,C D S L,CDSL
https://www.screener.in/company/HAL/consolidated/,Hind.Aeronautics,HAL
https://www.screener.in/company/526935/consolidated/,Kalind,526935
https://www.screener.in/company/SIDDHIKA/,Siddhika Coatins,SIDDHIKA
https://www.screener.in/company/544538/,Praruh Tech,544538
https://www.screener.in/company/538716/,Aryaman Capital,538716
https://www.screener.in/company/PROFX/,Pro FX,PROFX
https://www.screener.in/company/544434/consolidated/,Neetu Yoshi,544434
https://www.screener.in/company/APSISAERO/,Apsis Aerocom,APSISAERO
https://www.screener.in/company/ACE/consolidated/,Action Const.Eq.,ACE
https://www.screener.in/company/APLAPOLLO/consolidated/,APL Apollo Tubes,APLAPOLLO
https://www.screener.in/company/GANDHITUBE/,Gandhi Spl. Tube,GANDHITUBE
https://www.screener.in/company/504646/,Bhagwati Auto,504646
https://www.screener.in/company/NEPTUNE/,Neptune Pet.,NEPTUNE
https://www.screener.in/company/ACUTAAS/consolidated/,Acutaas Chemical,ACUTAAS
https://www.screener.in/company/QPOWER/consolidated/,Quality Power El,QPOWER
https://www.screener.in/company/530821/consolidated/,SSPDL Ltd,530821
https://www.screener.in/company/523411/,ADC India,523411
https://www.screener.in/company/ALGOQUANT/,Algoquant Fin,ALGOQUANT
https://www.screener.in/company/544361/consolidated/,Covance Softsol,544361
https://www.screener.in/company/BLUEWATER/,Blue Water,BLUEWATER
https://www.screener.in/company/544657/,Pajson Agro,544657
https://www.screener.in/company/538668/consolidated/,Meghna Infracon,538668
https://www.screener.in/company/NILASPACES/consolidated/,Nila Spaces,NILASPACES
https://www.screener.in/company/542592/consolidated/,Humming Bird Edu,542592
https://www.screener.in/company/APARINDS/consolidated/,Apar Inds.,APARINDS
https://www.screener.in/company/KRISHNADEF/,Krishna Defence,KRISHNADEF
https://www.screener.in/company/544023/,Kalyani Cast-Tec,544023
https://www.screener.in/company/DDEVPLSTIK/,DDev Plastiks,DDEVPLSTIK
https://www.screener.in/company/PIDILITIND/consolidated/,Pidilite Inds.,PIDILITIND
https://www.screener.in/company/544464/,Umiya Mobile,544464
https://www.screener.in/company/NBCC/consolidated/,NBCC,NBCC
https://www.screener.in/company/SMLMAH/,SML Mahindra,SMLMAH
https://www.screener.in/company/BANCOINDIA/consolidated/,Banco Products,BANCOINDIA
https://www.screener.in/company/531502/,Esaar (India),531502
https://www.screener.in/company/MODISONLTD/consolidated/,Modison,MODISONLTD
https://www.screener.in/company/YAAP/consolidated/,Yaap Digital,YAAP
https://www.screener.in/company/SBGLP/consolidated/,Suratwwala Busi.,SBGLP
https://www.screener.in/company/PREMIERPOL/,Premier Polyfilm,PREMIERPOL
https://www.screener.in/company/WANBURY/,Wanbury,WANBURY
